id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
1288054438,"Inbox (1,193) - patrickburrell@gmail.com - Gmail",,Google's approach to email,https://mail.google.com/mail/u/0/?tab=rm&ogbl#inbox,PMB / PMB,,2025-08-06T19:03:55.618Z,,,false
1288054385,PMB,,,https://patrickmburrell.github.io/id-tabs/pmb.html,PMB / PMB,,2025-08-06T19:03:44.273Z,,,false
1263076510,CAD and SendCutSend for Beginners: Full Tutorial with OnShape's Free Plan,,You'll be surprised how easy it is! Follow along and give it a try...Save 15% at SendCutSend: https://sendcutsend.com/timwelds3D Connexion Space Mouse for Pr...,https://www.youtube.com/watch?v=YnQRsvfd-co,PMB / 3d / Modeling,,2025-07-22T13:37:22.727Z,https://i.ytimg.com/vi/YnQRsvfd-co/maxresdefault.jpg,,false
1263075921,Introduction to the magicplan REST API | Guide,,,https://apidocs.magicplan.app/guide/introduction-to-the-magicplan-rest-api,PMB / 3d / Modeling,,2025-07-22T13:36:33.436Z,,,false
1263050118,Video tutorials,,"x


Setup Sketch Constraints Documentation Design History Visualization Project Loft Boolean Import

Getting started
Starter guide
Master Shapr3D basics. Matt Lombard, mechanical engineer and CAD e...",https://support.shapr3d.com/hc/en-us/articles/12208897524380-Video-tutorials#starter-guide,PMB / 3d / Modeling,,2025-07-22T13:26:20.462Z,https://support.shapr3d.com/hc/theming_assets/01J1QDZBSXMW14NF19M9QFG19Z,,false
1263050081,"Revolve, Subtract, and Mirror",,"Tutorial series: Introducing Shapr3D basics
58%


← Back: Design History tips with Union, Shell, Fillet, part 2Next: Shape and add detailed features →


What you'll learn
Create the first part of t...",https://support.shapr3d.com/hc/en-us/articles/13079183578524-Revolve-Subtract-and-Mirror,PMB / 3d / Modeling,,2025-07-22T13:26:11.754Z,https://support.shapr3d.com/hc/theming_assets/01J1QDZBSXMW14NF19M9QFG19Z,,false
1263049711,Master Parametric Design with Variables and Expressions in Shapr3D | Modeling projects,,Learn how to use Variables and Expressions in Shapr3D with Claas Kuhnen to build more flexible and efficient parametric models. This tutorial demonstrates ho...,https://www.youtube.com/watch?v=Wzmynst2CNM,PMB / 3d / Modeling,,2025-07-22T13:24:55.601Z,https://i.ytimg.com/vi/Wzmynst2CNM/maxresdefault.jpg,,false
1263050490,RoutineHub - Backup & Restore Shortcuts,,Backup & Restore All Shortcuts or each edit version (Most Helpful for developers),https://routinehub.co/shortcut/21773/?ref=blog.routinehub.co,PMB / Apple,,2025-07-22T13:27:31.273Z,https://assets.routinehub.co/file/routinehub/media/shortcuts/icons/icon_temp_dir/1f24346162af4e169c8a45236e0df0b2.webp,,false
1263050343,Backing Up macOS Shortcuts - Automators Talk,,I’ve got a couple different methods. One of them grabs the shortcuts that are in folders and backs them up into individual zip files then zips the entire thing into one main zip,https://talk.automators.fm/t/backing-up-macos-shortcuts/18222/7,PMB / Apple,,2025-07-22T13:27:10.217Z,https://talk.automators.fm/uploads/default/original/1X/a6448e3d407f60bb357124a0b8b36fc47052cce5.png,,false
1263049435,COMPLETE No-Nonsense VSCode Setup for Python Devs,,💡 Learn how to design great software in 7 steps: https://arjan.codes/designguide.Setting up VSCode for Python development doesn't have to be a headache! In ...,https://www.youtube.com/watch?v=PwGKhvqJCQM,PMB / Dev / Python,,2025-07-22T13:23:50.759Z,https://i.ytimg.com/vi/PwGKhvqJCQM/maxresdefault.jpg,,false
1263272411,Hynek’s Blog,,"Hynek Schlawack: Pythonista, Gopher, blogger, speaker, and YouTuber from Berlin / Germany.",https://hynek.me/articles/,PMB / Dev / Python / uv,,2025-07-22T16:13:15.321Z,https://static.hynek.me/cards/articles.png?8f4316f,,false
1263050572,uv: An In-Depth Guide to Python's Fast and Ambitious New Package Manager,,A comprehensive guide on why and how to start using uv—the package manager (and much more) that's taken the Python world by storm.,https://www.saaspegasus.com/guides/uv-deep-dive/#building-and-publishing-projects,PMB / Dev / Python / uv,,2025-07-22T13:27:49.634Z,https://www.saaspegasus.com/static/images/web/uv/uv-social.d765bb4ede7a.png,,false
1263049331,"uv for EVERYTHING: How to use uv for Python, venv, and project management",,"Master Python project management with UV - the lightning-fast alternative to pip, poetry, venv, & pyenv. Replace them all with one, simple command. Learn how...",https://www.youtube.com/watch?v=zgSQr0d5EVg,PMB / Dev / Python / uv,,2025-07-22T13:23:28.713Z,https://i.ytimg.com/vi/zgSQr0d5EVg/maxresdefault.jpg,,false
1263047733,uv,,"uv is an extremely fast Python package and project manager, written in Rust.",https://docs.astral.sh/uv/,PMB / Dev / Python / uv,,2025-07-22T13:22:46.032Z,https://github.com/astral-sh/uv/assets/1309177/629e59c0-9c6e-4013-9ad4-adb2bcf5080d#only-light,,false
1263272854,COMFORT 10-16 TDT BU/LC,,Comfort is a compact and energy-efficient hot-water recirculation pump designed to deliver instant hot water to all faucets in private homes. The pump is easily installed and secures silent operation.,https://product-selection.grundfos.com/us/products/up-ups-series-100-north-america/grundfos-comfort-north-america/comfort-10-16-tdt-bulc-93094713?pumpsystemid=2722535609&tab=variant-curves,PMB / House,,2025-07-22T16:15:06.399Z,https://api.grundfos.com/gpi/imaging/product?productnumber=93094713&w=768&h=576,,false
1263272749,COMFORT TDT setup,,Learn how the timer and temperature control modes for the COMFORT TDT pumps work.,https://www.grundfos.com/solutions/learn/ecademy/all-courses/the-comfort-hot-water-recirculation-course/comfort-tdt-setup,PMB / House,,2025-07-22T16:14:44.231Z,https://grundfos.scene7.com/is/image/grundfos/module-5-comfort-hot-water-recirculation-wide-master-1,,false
1263072869,Quickstart to Morpholio Trace,,,https://sketchlikeanarchitect.teachable.com/courses/enrolled/2790885,PMB / House,,2025-07-22T13:35:34.006Z,https://uploads.teachablecdn.com/attachments/SfUdnQy9TQezu4lm85aO_Architecture+Concept+Development+Perspective+Drawing+%28Explained%29.jpg,,false
1263061931,5mm Barb x Threads Connector,,1,https://www.dripdepot.com/5mm-barb-by-threads-connector,PMB / House,,2025-07-22T13:31:29.548Z,https://www.dripdepot.com/image/960/parent/16756/5mm-barb-by-threads-connector-42755.jpg,,false
1263056232,Tournant® Semi-professional kitchen sink faucet | K-77515 | KOHLER,,The K-77515 semi-professional faucet delivers elegant styling and professional performance to your kitchen with a high-arch coil and three-function sprayhead.,https://www.kohler.com/en/products/kitchen-faucets/shop-kitchen-faucets/tournant-semiprofessional-kitchen-sink-faucet-77515?skuId=77515-CP,PMB / House,,2025-07-22T13:30:37.948Z,https://kohler.scene7.com/is/image/PAWEB/77515-CP_ISO_d2c0033632_rgb,,false
1263050801,Contact Us | VDC | Concrete Contractor | West Michigan,,"Contact VDC today for a FREE Quote! Specializing in Concrete Lifting, and other trusted and professional concrete services.",https://vdcconcrete.com/contact-us/,PMB / House,,2025-07-22T13:28:50.506Z,,,false
1296174602,Backup LEDs for 2011-2024 Mini Countryman (pair),,Increase your nighttime visibility with plug-and-play replacement Backup LEDs for 2011-2024 Mini Countryman (pair).,https://www.diodedynamics.com/backup-leds-for-2011-2024-mini-countryman-pair.html,PMB / MINI,,2025-08-12T16:48:54.125Z,https://dxv0kh7euhy9z.cloudfront.net/catalog/product/cache/1c5201e3196ad52decb7165bee63c8cf/b/c/bckup-2211_85503_.jpg,,false
1296174434,Reversing light LED pack for Mini Countryman II (F60),,Discover our reversing light LED bulbs pack for Mini Countryman II F60 (2016 - 2023) with assembly instructions. Quality LEDs and 48-hour delivery.,https://www.ledperf.us/pack-leds-white-6000k-backup-lights-for-mini-countryman-ii-f60-p-104189.html,PMB / MINI,,2025-08-12T16:48:13.350Z,https://www.ledperf.us/images/products/ledperf.com/96/W500/39968_pack-leds-white-6000k-backup-lights-for-mini-countryman-ii-f60.jpg,,false
1287649910,MINI,,,https://patrickmburrell.github.io/id-tabs/mini.html,PMB / MINI,,2025-08-06T14:25:54.686Z,,,false
1287416654,"Dash Cam install, Trim Removal (RHD) - North American Motoring",,"4th Generation MINIs - Dash Cam install, Trim Removal (RHD) - Hi all Going to do my own Dash Cam insall, it's work in progress, will post what I found, tips and tricks here for reference. A Piller, share with BMW U11/U10 X1/X2, found this video on YouTube - https://www.youtube.com/watch?v=jqULAXnvMk4 Following the...",https://www.northamericanmotoring.com/forums/4th-generation-minis/369693-dash-cam-install-trim-removal-rhd.html,PMB / MINI,,2025-08-06T11:37:54.725Z,https://cimg0.ibsrv.net/gimg/www.northamericanmotoring.com-vbulletin/1500x2000/20241006_082631194_ios_2c7866106f1cc3adb91fb7a12ac7812766a2fb56.jpg,,false
1287416568,"Tires, Wheels, & Brakes - Page 13 - North American Motoring",,"Tires, Wheels, & Brakes - Discussion about wheels, tires, and brakes for the new MINI.",https://www.northamericanmotoring.com/forums/tires-wheels-and-brakes-36-13.html,PMB / MINI,,2025-08-06T11:37:33.665Z,,,false
